id,target_name,drugbank_id,category,organism,known_action,actions,pubmed_id,uniprot_id
BE0000925,Alpha-1-acid glycoprotein 1,DB00734,carrier,Humans,unknown,binder,,P02768
BE0001032,P-glycoprotein 1,DB00734,carrier,Humans,unknown,binder,,P02763
BE0000577,Squalene monooxygenase,DB00734,transporter,Humans,unknown,substrate,5389589,P08183
BE0000349,Potassium-transporting ATPase alpha chain 1,DB00735,target,Humans,yes,inhibitor,11752352,Q14534
BE0000766,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DB00736,target,Humans,yes,inhibitor,19606942,P20648
BE0003536,Cytochrome P450 2C19,DB00736,target,Humans,unknown,,23825361,O94760
BE0002638,Cytochrome P450 3A4,DB00736,enzyme,Humans,unknown,substrate|inhibitor,16961157,P33261
BE0001032,P-glycoprotein 1,DB00736,enzyme,Humans,unknown,substrate,,P08684
BE0003645,Solute carrier family 22 member 8,DB00736,transporter,Humans,unknown,substrate|inhibitor,11770010,P08183
BE0000442,Histamine H1 receptor,DB00736,transporter,Humans,unknown,inhibitor,25239859,Q8TCC7
BE0003848,Nuclear receptor subfamily 1 group I member 3,DB00737,target,Humans,yes,antagonist,7513381,P35367
BE0002363,Cytochrome P450 2D6,DB00737,target,Humans,unknown,inverse agonist,15272053,Q14994
BE0000530,Serum albumin,DB00737,enzyme,Humans,no,substrate,,P10635
BE0002517,tRNA (cytosine(38)-C(5))-methyltransferase,DB00737,carrier,Humans,no,binder,27767393,P02768
BE0004796,DNA,DB00738,target,Humans,unknown,other,18263620,O14717
BE0003543,Cytochrome P450 1A1,DB00738,enzyme,Humans,unknown,substrate,21299635,P33261
BE0002363,Cytochrome P450 2D6,DB00738,enzyme,Humans,unknown,substrate,12920490,P04798
BE0002362,Cytochrome P450 3A5,DB00738,enzyme,Humans,unknown,substrate,12920490,P10635
BE0000421,Cytochrome P450 4A11,DB00738,enzyme,Humans,unknown,substrate,12920490,P20815
BE0004644,Penicillin-binding protein 2a,DB00738,enzyme,Humans,unknown,substrate,12920490,Q02928
BE0004335,Penicillin-binding protein 1b,DB00739,target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,inhibitor,1095502,Q8DNB6
BE0004643,Penicillin-binding protein 3,DB00739,target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,inhibitor,1095502,Q7CRA4
BE0004290,Penicillin-binding protein 1A,DB00739,target,Streptococcus pneumoniae,yes,inhibitor,1095502,Q75Y35
BE0003624,Penicillin-binding protein 2B,DB00739,target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,inhibitor,1095502,Q8DR59
BE0000197,Sodium channel protein type 5 subunit alpha,DB00739,target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),yes,inhibitor,1095502,P0A3M6
BE0000030,Cystine/glutamate transporter,DB00740,target,Humans,yes,inhibitor,17139284,Q14524
BE0003543,Cytochrome P450 1A1,DB00740,target,Humans,yes,inducer,8813989,Q9UPY5
BE0002433,Cytochrome P450 1A2,DB00740,enzyme,Humans,unknown,substrate,11996015,P04798
BE0001067,ATP-binding cassette sub-family G member 2,DB00740,enzyme,Humans,unknown,substrate,17852022,P05177
BE0000794,Glucocorticoid receptor,DB00740,transporter,Humans,unknown,substrate,19146924,Q9UNQ0
BE0000422,Annexin A1,DB00741,target,Humans,yes,agonist,16891588,P04150
BE0002638,Cytochrome P450 3A4,DB00741,target,Humans,yes,agonist,17139284,P04083
BE0002362,Cytochrome P450 3A5,DB00741,enzyme,Humans,unknown,substrate|inducer,10490933,P08684
BE0003612,Cytochrome P450 3A7,DB00741,enzyme,Humans,unknown,substrate,8274418,P20815
BE0000731,"Cytochrome P450 11B1, mitochondrial",DB00741,enzyme,Humans,unknown,substrate,8274418,P24462
BE0003542,"Cytochrome P450 11B2, mitochondrial",DB00741,enzyme,Humans,unknown,substrate,15356073,P15538
BE0002887,Cytochrome P450 2C8,DB00741,enzyme,Humans,unknown,substrate,15356073,P19099
BE0003610,3-oxo-5-beta-steroid 4-dehydrogenase,DB00741,enzyme,Humans,unknown,inducer,12031713,P10632
BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB00741,enzyme,Humans,unknown,substrate,10487705,P51857
BE0000131,Corticosteroid 11-beta-dehydrogenase isozyme 2,DB00741,enzyme,Humans,unknown,substrate,10487705,P31213
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,DB00741,enzyme,Humans,unknown,substrate,10487705,P80365
BE0003336,Cytochrome P450 2A6,DB00741,enzyme,Humans,unknown,substrate,10487705,P28845
BE0001111,Cytochrome P450 1B1,DB00741,enzyme,Humans,unknown,inducer,24451000,P11509
BE0003549,Cytochrome P450 2B6,DB00741,enzyme,Humans,unknown,inducer,24451000,Q16678
BE0002793,Cytochrome P450 2C9,DB00741,enzyme,Humans,unknown,inducer,24451000,P20813
BE0003536,Cytochrome P450 2C19,DB00741,enzyme,Humans,unknown,inducer,24451000,P11712
BE0000685,Sex hormone-binding globulin,DB00741,enzyme,Humans,unknown,inducer,24451000,P33261
BE0000209,Corticosteroid-binding globulin,DB00741,carrier,Humans,unknown,binder,16912126,P04278
BE0001032,P-glycoprotein 1,DB00741,carrier,Humans,unknown,binder,21371536,P08185
BE0003642,Solute carrier organic anion transporter family member 1A2,DB00741,transporter,Humans,unknown,substrate|inducer,12699389,P08183
BE0003645,Solute carrier family 22 member 8,DB00741,transporter,Humans,unknown,inhibitor,8779893,P46721
BE0002615,Mannitol dehydrogenase,DB00741,transporter,Humans,unknown,substrate,19953504,Q8TCC7
BE0000530,Serum albumin,DB00742,enzyme,Pseudomonas fluorescens,unknown,substrate,6821187,O08355
BE0000248,Arachidonate 5-lipoxygenase,DB00743,carrier,Humans,unknown,binder,16118549,P02768
BE0000017,Prostaglandin G/H synthase 1,DB00744,target,Humans,yes,inhibitor,10322101,P09917
BE0003538,UDP-glucuronosyltransferase 1-9,DB00744,enzyme,Humans,unknown,substrate,19515014,P23219
BE0002793,Cytochrome P450 2C9,DB00744,enzyme,Humans,unknown,substrate,19515014,O60656
BE0002433,Cytochrome P450 1A2,DB00744,enzyme,Humans,unknown,substrate,8654206,P11712
BE0002638,Cytochrome P450 3A4,DB00744,enzyme,Humans,unknown,substrate|inhibitor,19754423,P05177
BE0000530,Serum albumin,DB00744,enzyme,Humans,unknown,substrate,19515014,P08684
BE0000647,Sodium-dependent dopamine transporter,DB00744,carrier,Humans,unknown,,17944539,P02768
BE0000575,Alpha-1B adrenergic receptor,DB00745,target,Humans,yes,inhibitor,15537337,Q01959
BE0003536,Cytochrome P450 2C19,DB00745,target,Humans,unknown,partial agonist,17681557,P35368
BE0002638,Cytochrome P450 3A4,DB00745,enzyme,Humans,unknown,inhibitor,10820139,P33261
BE0002362,Cytochrome P450 3A5,DB00745,enzyme,Humans,unknown,substrate|inducer,12537513,P08684
BE0002433,Cytochrome P450 1A2,DB00745,enzyme,Humans,no,substrate|inducer,11823757,P20815
BE0003549,Cytochrome P450 2B6,DB00745,enzyme,Humans,unknown,inducer,12537513,P05177
BE0002793,Cytochrome P450 2C9,DB00745,enzyme,Humans,unknown,inhibitor|inducer,11996015,P20813
BE0002363,Cytochrome P450 2D6,DB00745,enzyme,Humans,unknown,inhibitor|inducer,10820139,P11712
BE0004807,Iron,DB00745,enzyme,Humans,unknown,inducer,29178272,P10635
BE0002204,Xanthine dehydrogenase/oxidase,DB00746,target,Humans,unknown,,15681799,P05067
BE0000092,Muscarinic acetylcholine receptor M1,DB00746,enzyme,Humans,unknown,inhibitor,2252579,P47989
BE0000560,Muscarinic acetylcholine receptor M2,DB00747,target,Humans,yes,antagonist,14534362,P11229
BE0000045,Muscarinic acetylcholine receptor M3,DB00747,target,Humans,yes,antagonist,15627430,P08172
BE0000405,Muscarinic acetylcholine receptor M4,DB00747,target,Humans,yes,antagonist,18045203,P20309
BE0000247,Muscarinic acetylcholine receptor M5,DB00747,target,Humans,yes,antagonist,18045203,P08173
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,DB00747,target,Humans,yes,antagonist,18045203,P08912
BE0000850,Neuronal acetylcholine receptor subunit beta-2,DB00747,target,Humans,unknown,inhibitor|inducer,15733544,P43681
BE0001176,"Sucrase-isomaltase, intestinal",DB00747,target,Humans,unknown,inhibitor|inducer,15733544,P17787
BE0002638,Cytochrome P450 3A4,DB00747,target,Humans,unknown,inhibitor,20230815,P14410
BE0000442,Histamine H1 receptor,DB00747,enzyme,Humans,no,substrate,16175141,P08684
BE0004879,alpha1-acid glycoprotein,DB00748,target,Humans,yes,antagonist,7513381,P35367
BE0000017,Prostaglandin G/H synthase 1,DB00749,target,Humans,yes,inhibitor,12824918,P35354
BE0000412,Retinoic acid receptor RXR-alpha,DB00749,target,Humans,unknown,inhibitor,12358053,P23219
BE0003677,UDP-glucuronosyltransferase 1-3,DB00749,target,Humans,unknown,other,15699354,P19793
BE0003678,UDP-glucuronosyltransferase 1-10,DB00749,enzyme,Humans,unknown,substrate,19515014,P35503
BE0003679,UDP-glucuronosyltransferase 2B7,DB00749,enzyme,Humans,unknown,substrate,19515014,Q9HAW8
BE0002793,Cytochrome P450 2C9,DB00749,enzyme,Humans,unknown,substrate,19515014,P16662
BE0003538,UDP-glucuronosyltransferase 1-9,DB00749,enzyme,Humans,unknown,substrate,15370961,P11712
BE0000530,Serum albumin,DB00749,enzyme,Humans,unknown,substrate,19515014,O60656
BE0001066,Solute carrier family 22 member 6,DB00749,carrier,Humans,unknown,,8777148,P02768
BE0000197,Sodium channel protein type 5 subunit alpha,DB00749,transporter,Humans,unknown,inhibitor,10991954,Q4U2R8
BE0000442,Histamine H1 receptor,DB00750,target,Humans,yes,inhibitor,17139284,Q14524
BE0000112,Histamine H2 receptor,DB00751,target,Humans,yes,antagonist,17534605,P35367
BE0000501,Alpha-1A adrenergic receptor,DB00751,target,Humans,yes,antagonist,16131920,P25021
BE0000289,Alpha-2A adrenergic receptor,DB00751,target,Humans,unknown,unknown,8836655,P35348
BE0000451,5-hydroxytryptamine receptor 2A,DB00751,target,Humans,unknown,unknown,8836655,P08913
BE0000650,5-hydroxytryptamine receptor 7,DB00751,target,Humans,unknown,antagonist,10596692,P28223
BE0003549,Cytochrome P450 2B6,DB00751,target,Humans,unknown,antagonist,10596692,P34969
BE0002363,Cytochrome P450 2D6,DB00751,enzyme,Humans,unknown,substrate,9485522,P20813
BE0002638,Cytochrome P450 3A4,DB00751,enzyme,Humans,unknown,substrate|inhibitor,9485522,P10635
BE0001032,P-glycoprotein 1,DB00751,enzyme,Humans,unknown,substrate,9485522,P08684
BE0002196,Amine oxidase [flavin-containing] B,DB00751,transporter,Humans,unknown,substrate,15100174,P08183
BE0002198,Amine oxidase [flavin-containing] A,DB00752,target,Humans,yes,inhibitor,11752352,P27338
BE0002363,Cytochrome P450 2D6,DB00752,target,Humans,yes,inhibitor,11752352,P21397
BE0002793,Cytochrome P450 2C9,DB00752,enzyme,Humans,unknown,inhibitor,15049511,P10635
BE0003536,Cytochrome P450 2C19,DB00752,enzyme,Humans,unknown,inhibitor,15049511,P11712
BE0002433,Cytochrome P450 1A2,DB00752,enzyme,Humans,unknown,inhibitor,18094038,P33261
BE0003336,Cytochrome P450 2A6,DB00752,enzyme,Humans,unknown,inhibitor,11181487,P05177
BE0002638,Cytochrome P450 3A4,DB00752,enzyme,Humans,unknown,inhibitor,9143352,P11509
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,DB00752,enzyme,Humans,unknown,inhibitor,11181487,P08684
BE0000218,Calcium-transporting ATPase type 2C member 1,DB00753,target,Humans,yes,agonist,17139284,P14867
BE0000433,Glycine receptor subunit alpha-1,DB00753,target,Humans,yes,inhibitor,17139284,P98194
BE0000640,Glutamate receptor 1,DB00753,target,Humans,yes,agonist,17139284,P23415
BE0000781,Potassium voltage-gated channel subfamily A member 1,DB00753,target,Humans,yes,antagonist,17207582,P42261
BE0004797,GABA(A) Receptor,DB00753,target,Humans,yes,inducer,17139284,Q09470
BE0000418,Calmodulin,DB00753,target,Humans,unknown,unknown,22796646,P30049
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,DB00753,target,Humans,unknown,other/unknown,15845548,P0DP23
BE0000850,Neuronal acetylcholine receptor subunit beta-2,DB00753,target,Humans,unknown,antagonist,20660787,P43681
BE0003549,Cytochrome P450 2B6,DB00753,target,Humans,unknown,antagonist,20660787,P17787
BE0000503,NADH-ubiquinone oxidoreductase chain 1,DB00753,enzyme,Humans,unknown,substrate|inducer,11996015,P20813
BE0003533,Cytochrome P450 2E1,DB00753,enzyme,Humans,unknown,inhibitor,17139284,P03886
BE0000530,Serum albumin,DB00753,enzyme,Humans,unknown,substrate,8214760,P05181
BE0000197,Sodium channel protein type 5 subunit alpha,DB00753,carrier,Humans,unknown,,15791110,P02768
BE0000956,Nuclear receptor subfamily 1 group I member 2,DB00754,target,Humans,yes,inhibitor,17139284,Q14524
BE0000537,Thyroxine-binding globulin,DB00754,target,Humans,unknown,activator,15039302,O75469
BE0000078,Retinoic acid receptor RXR-beta,DB00754,carrier,Humans,no,substrate,,P05543
BE0000707,Retinoic acid receptor RXR-gamma,DB00755,target,Humans,yes,agonist,17184907,P28702
BE0000144,Retinoic acid receptor gamma,DB00755,target,Humans,yes,agonist,17161848,P48443
BE0000554,Retinal dehydrogenase 1,DB00755,target,Humans,yes,agonist,17139284,P13631
BE0000697,Retinoic acid-induced protein 3,DB00755,target,Humans,unknown,,15366004,P00352
BE0000513,Retinal dehydrogenase 2,DB00755,target,Humans,unknown,,15677768,Q8NFJ5
BE0000653,Retinoic acid receptor responder protein 1,DB00755,target,Humans,unknown,,15069081,O94788
BE0000663,Retinoic acid receptor alpha,DB00755,target,Humans,unknown,agonist,15059893,P49788
BE0000206,Retinoic acid receptor beta,DB00755,target,Humans,unknown,,1318502,P10276
BE0005828,Lipocalin-1,DB00755,target,Humans,unknown,,15958702,P10826
BE0005829,Odorant-binding protein 2a,DB00755,target,Humans,unknown,,16461020,P31025
BE0000314,Retinol-binding protein 4,DB00755,target,Humans,unknown,,16461020,Q9NY56
BE0004284,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial",DB00755,target,Humans,unknown,,16461020,P02753
BE0000412,Retinoic acid receptor RXR-alpha,DB00755,target,Humans,unknown,,16757381,Q16654
BE0003480,Cytochrome P450 26A1,DB00755,target,Humans,unknown,,16946489,P19793
BE0009044,Cytochrome P450 26B1,DB00755,target,Humans,unknown,,21906690,O43174
BE0009043,Cytochrome P450 26C1,DB00755,target,Humans,unknown,,21906690,Q9NR63
BE0001167,Hematopoietic prostaglandin D synthase,DB00755,target,Humans,unknown,,21906690,Q6V0L0
BE0002477,Carcinoembryonic antigen,DB00755,target,Humans,unknown,,22043816,O60760
BE0003612,Cytochrome P450 3A7,DB00755,target,Humans,unknown,downregulator,2444456,Q14081
BE0003549,Cytochrome P450 2B6,DB00755,enzyme,Humans,unknown,substrate,11093772,P24462
BE0002887,Cytochrome P450 2C8,DB00755,enzyme,Humans,unknown,substrate,11093772,P20813
BE0002793,Cytochrome P450 2C9,DB00755,enzyme,Humans,unknown,substrate,11093772,P10632
BE0002638,Cytochrome P450 3A4,DB00755,enzyme,Humans,unknown,substrate,11093772,P11712
BE0002362,Cytochrome P450 3A5,DB00755,enzyme,Humans,unknown,substrate,11093772,P08684
BE0003336,Cytochrome P450 2A6,DB00755,enzyme,Humans,no,substrate,11093772,P20815
BE0003611,Cytochrome P450 2C18,DB00755,enzyme,Humans,unknown,substrate,11093772,P11509
BE0003543,Cytochrome P450 1A1,DB00755,enzyme,Humans,unknown,substrate,11093772,P33260
BE0000421,Cytochrome P450 4A11,DB00755,enzyme,Humans,unknown,substrate,11093772,P04798
BE0000530,Serum albumin,DB00755,enzyme,Humans,unknown,substrate,11093772,Q02928
BE0000508,Cellular retinoic acid-binding protein 1,DB00755,carrier,Humans,unknown,,16569428,P02768
BE0000782,Cellular retinoic acid-binding protein 2,DB00755,transporter,Humans,unknown,substrate,16109390,P29762
BE0000114,D-lactate dehydrogenase,DB00755,transporter,Humans,unknown,substrate,16109390,P29373
BE0002252,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",DB00756,target,Escherichia coli (strain K12),yes,inhibitor,17139284,P06149
BE0000180,"Glutamate dehydrogenase 1, mitochondrial",DB00756,target,Humans,yes,inhibitor,10487417,O14521
BE0000123,Estrogen receptor alpha,DB00756,target,Humans,unknown,inhibitor,19531491,P00367
BE0000311,5-hydroxytryptamine receptor 3A,DB00756,target,Humans,unknown,,15081572,P03372
BE0002793,Cytochrome P450 2C9,DB00757,target,Humans,yes,antagonist,11752352,P46098
BE0002638,Cytochrome P450 3A4,DB00757,enzyme,Humans,unknown,substrate,11996015,P11712
BE0002363,Cytochrome P450 2D6,DB00757,enzyme,Humans,unknown,substrate,8723743,P08684
BE0000110,P2Y purinoceptor 12,DB00757,enzyme,Humans,unknown,substrate,16192915,P10635
BE0002793,Cytochrome P450 2C9,DB00758,target,Humans,yes,antagonist,14668029,Q9H244
BE0002433,Cytochrome P450 1A2,DB00758,enzyme,Humans,no,substrate|inhibitor,14563790,P11712
BE0002887,Cytochrome P450 2C8,DB00758,enzyme,Humans,no,substrate,20440227,P05177
BE0002705,Liver carboxylesterase 1,DB00758,enzyme,Humans,no,inhibitor,29171020,P10632
BE0002638,Cytochrome P450 3A4,DB00758,enzyme,Humans,no,substrate,23275066,P23141
BE0003549,Cytochrome P450 2B6,DB00758,enzyme,Humans,no,substrate,19515014,P08684
BE0002362,Cytochrome P450 3A5,DB00758,enzyme,Humans,no,substrate|inhibitor,14563790,P20813
BE0003536,Cytochrome P450 2C19,DB00758,enzyme,Humans,no,substrate,16754901,P20815
BE0000530,Serum albumin,DB00758,enzyme,Humans,no,substrate,27196064,P33261
BE0001032,P-glycoprotein 1,DB00758,carrier,Humans,no,binder,29474768,P02768
BE0003648,Solute carrier family 22 member 1,DB00758,transporter,Humans,no,substrate,17112805,P08183
BE0003647,Solute carrier family 22 member 2,DB00758,transporter,Humans,no,inhibitor,24530383,O15245
BE0004653,30S ribosomal protein S7,DB00758,transporter,Humans,no,inhibitor,24530383,O15244
BE0003708,30S ribosomal protein S14,DB00759,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P02359
BE0004651,30S ribosomal protein S3,DB00759,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0AG59
BE0004652,30S ribosomal protein S8,DB00759,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0A7V3
BE0003710,30S ribosomal protein S19,DB00759,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0A7W7
BE0004799,16S ribosomal RNA,DB00759,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0A7U3
BE0008391,Multidrug translocase MdfA,DB00759,target,Humans,unknown,inhibitor,11752352,P04156
BE0001092,Protein-arginine deiminase type-4,DB00759,target,Escherichia coli,unknown,,8426364,C9EH48
BE0002638,Cytochrome P450 3A4,DB00759,target,Humans,unknown,,17964793,Q9UM07
BE0000530,Serum albumin,DB00759,enzyme,Humans,unknown,substrate|inhibitor,9384469,P08684
BE0001066,Solute carrier family 22 member 6,DB00759,carrier,Humans,no,,1031216,P02768
BE0003645,Solute carrier family 22 member 8,DB00759,transporter,Humans,unknown,inhibitor,11855680,Q4U2R8
BE0000879,Solute carrier family 22 member 11,DB00759,transporter,Humans,unknown,substrate|inhibitor,11855680,Q8TCC7
BE0003646,Solute carrier family 22 member 7,DB00759,transporter,Humans,unknown,inhibitor,11855680,Q9NSA0
BE0001042,Solute carrier organic anion transporter family member 2B1,DB00759,transporter,Humans,unknown,inhibitor,11855680,Q9Y694
BE0000744,D-alanyl-D-alanine carboxypeptidase DacB,DB00759,transporter,Humans,unknown,inhibitor,22541068,O94956
BE0001274,Beta-lactamase OXA-10,DB00760,target,Escherichia coli (strain K12),yes,inhibitor,17139284,P24228
BE0001148,Dipeptidase 1,DB00760,enzyme,Pseudomonas aeruginosa,unknown,substrate,7803882,P14489
BE0000281,Solute carrier family 12 member 2,DB00760,enzyme,Humans,no,substrate,12381221,P16444
BE0000502,Solute carrier family 12 member 1,DB00761,target,Humans,unknown,,17139284,P55011
BE0000047,Solute carrier family 12 member 5,DB00761,target,Humans,unknown,binder,17139284,Q13621
BE0000140,Solute carrier family 12 member 6,DB00761,target,Humans,unknown,,17134779,Q9H2X9
