id,target_name,category,organism,known_action,actions,pubmed_id,uniprot_id,datasource
BE0003710,30S ribosomal protein S19,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0A7W7,drugbank
BE0004799,16S ribosomal RNA,target,Escherichia coli (strain K12),yes,inhibitor,2200507,P0A7U3,drugbank
BE0008391,Multidrug translocase MdfA,target,Humans,unknown,inhibitor,11752352,P04156,drugbank
BE0001092,Protein-arginine deiminase type-4,target,Escherichia coli,unknown,,8426364,C9EH48,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,,17964793,Q9UM07,drugbank
BE0000530,Serum albumin,enzyme,Humans,unknown,substrate|inhibitor,9384469,P08684,drugbank
BE0001066,Solute carrier family 22 member 6,carrier,Humans,no,,1031216,P02768,drugbank
BE0003645,Solute carrier family 22 member 8,transporter,Humans,unknown,inhibitor,11855680,Q4U2R8,drugbank
BE0000879,Solute carrier family 22 member 11,transporter,Humans,unknown,substrate|inhibitor,11855680,Q8TCC7,drugbank
BE0003646,Solute carrier family 22 member 7,transporter,Humans,unknown,inhibitor,11855680,Q9NSA0,drugbank
BE0001042,Solute carrier organic anion transporter family member 2B1,transporter,Humans,unknown,inhibitor,11855680,Q9Y694,drugbank
BE0000744,D-alanyl-D-alanine carboxypeptidase DacB,transporter,Humans,unknown,inhibitor,22541068,O94956,drugbank
BE0001274,Beta-lactamase OXA-10,target,Escherichia coli (strain K12),yes,inhibitor,17139284,P24228,drugbank
BE0001148,Dipeptidase 1,enzyme,Pseudomonas aeruginosa,unknown,substrate,7803882,P14489,drugbank
BE0000281,Solute carrier family 12 member 2,enzyme,Humans,no,substrate,12381221,P16444,drugbank
BE0000502,Solute carrier family 12 member 1,target,Humans,unknown,,17139284,P55011,drugbank
BE0000047,Solute carrier family 12 member 5,target,Humans,unknown,binder,17139284,Q13621,drugbank
BE0000140,Solute carrier family 12 member 6,target,Humans,unknown,,17134779,Q9H2X9,drugbank
BE0000276,Solute carrier family 12 member 7,target,Humans,unknown,,16949074,Q9UHW9,drugbank
BE0000601,Solute carrier family 12 member 4,target,Humans,unknown,,16949074,Q9Y666,drugbank
BE0000281,Solute carrier family 12 member 2,target,Humans,unknown,,16949074,Q9UP95,drugbank
BE0000502,Solute carrier family 12 member 1,transporter,Humans,unknown,substrate,17139284,P55011,drugbank
BE0000047,Solute carrier family 12 member 5,transporter,Humans,unknown,substrate,17139284,Q13621,drugbank
BE0000140,Solute carrier family 12 member 6,transporter,Humans,unknown,substrate,17134779,Q9H2X9,drugbank
BE0000276,Solute carrier family 12 member 7,transporter,Humans,unknown,substrate,16949074,Q9UHW9,drugbank
BE0000601,Solute carrier family 12 member 4,transporter,Humans,unknown,substrate,16949074,Q9Y666,drugbank
BE0000091,"DNA topoisomerase I, mitochondrial",transporter,Humans,unknown,substrate,16949074,Q9UP95,drugbank
BE0000971,DNA topoisomerase 1,target,Humans,yes,inhibitor,17139284,Q969P6,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,yes,inhibitor,15170677,P11387,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,substrate|inhibitor,19852077,P08684,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,unknown,substrate,10815927,P20815,drugbank
BE0003612,Cytochrome P450 3A7,enzyme,Humans,unknown,substrate,,P20813,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,enzyme,Humans,unknown,substrate,,P24462,drugbank
BE0003538,UDP-glucuronosyltransferase 1-9,enzyme,Humans,unknown,substrate,9726089,P22309,drugbank
BE0002705,Liver carboxylesterase 1,enzyme,Humans,unknown,substrate,9342501,O60656,drugbank
BE0004712,Cocaine esterase,enzyme,Humans,unknown,substrate,9342501,P23141,drugbank
BE0002180,Cholinesterase,enzyme,Humans,unknown,substrate,15100172,O00748,drugbank
BE0000530,Serum albumin,enzyme,Humans,unknown,substrate,,P06276,drugbank
BE0003650,Solute carrier family 22 member 3,carrier,Humans,unknown,substrate,,P02768,drugbank
BE0001004,Solute carrier organic anion transporter family member 1B1,transporter,Humans,unknown,inhibitor,19190342,O75751,drugbank
BE0000785,Multidrug resistance-associated protein 1,transporter,Humans,unknown,inhibitor,15608127,Q9Y6L6,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,unknown,substrate,10220571,P33527,drugbank
BE0001032,P-glycoprotein 1,transporter,Humans,unknown,substrate,12488537,Q9UNQ0,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,transporter,Humans,unknown,substrate,16895999,P08183,drugbank
BE0000507,Thyroid peroxidase,transporter,Humans,unknown,substrate,16895999,Q92887,drugbank
BE0002433,Cytochrome P450 1A2,target,Humans,yes,substrate|inhibitor,10365684,P07202,drugbank
BE0003336,Cytochrome P450 2A6,enzyme,Humans,unknown,inhibitor,9172960,P05177,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,unknown,inhibitor,11996015,P11509,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,unknown,inhibitor,11996015,P20813,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,unknown,inhibitor,9172960,P33261,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,unknown,inhibitor,9172960,P11712,drugbank
BE0003533,Cytochrome P450 2E1,enzyme,Humans,unknown,inhibitor,9172960,P10635,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,inhibitor,11996015,P05181,drugbank
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,enzyme,Humans,unknown,inhibitor,9172960,P08684,drugbank
BE0000794,Glucocorticoid receptor,enzyme,Humans,unknown,substrate,25789213,P31513,drugbank
BE0000557,Progesterone receptor,target,Humans,yes,agonist,8439518,P04150,drugbank
BE0002887,Cytochrome P450 2C8,target,Humans,unknown,agonist,15189034,P06401,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,no,inhibitor,15601807,P10632,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,no,substrate|inducer,17165278,P08684,drugbank
BE0000614,Tyrosine 3-monooxygenase,enzyme,Humans,unknown,inducer,20482443,P20815,drugbank
BE0009711,Bacterial beta-lactamase enzymes,target,Humans,yes,binder,17374,P07101,drugbank
BE0000442,Histamine H1 receptor,transporter,Humans,unknown,inducer,26543027,P13866,drugbank
BE0000405,Muscarinic acetylcholine receptor M4,target,Humans,yes,antagonist,17139284,P35367,drugbank
BE0000092,Muscarinic acetylcholine receptor M1,target,Humans,yes,antagonist,17139284,P08173,drugbank
BE0000247,Muscarinic acetylcholine receptor M5,target,Humans,yes,antagonist,17139284,P11229,drugbank
BE0000560,Muscarinic acetylcholine receptor M2,target,Humans,yes,antagonist,17139284,P08912,drugbank
BE0000045,Muscarinic acetylcholine receptor M3,target,Humans,yes,antagonist,17139284,P08172,drugbank
BE0000442,Histamine H1 receptor,target,Humans,yes,antagonist,17139284,P20309,drugbank
BE0000112,Histamine H2 receptor,target,Humans,yes,antagonist,15942272,P35367,drugbank
BE0000968,Histamine H3 receptor,target,Humans,unknown,antagonist,16197656,P25021,drugbank
BE0001090,Protein S100-A1,target,Humans,unknown,antagonist,16197656,Q9Y5N1,drugbank
BE0001206,Protein S100-A12,target,Humans,unknown,antagonist,11944917,P23297,drugbank
BE0001177,Protein S100-B,target,Humans,unknown,antagonist,16864903,P80511,drugbank
BE0000885,Protein S100-A13,target,Humans,unknown,other/unknown,11944917,P04271,drugbank
BE0003602,Protein S100-A2,target,Humans,unknown,other/unknown,11944917,Q99584,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,antagonist,11944917,P29034,drugbank
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,enzyme,Humans,no,substrate,12433826,P08684,drugbank
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,enzyme,Humans,no,substrate,,Q01740,drugbank
BE0000530,Serum albumin,enzyme,Humans,no,substrate,,P31513,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,no,binder,,P02768,drugbank
BE0000794,Glucocorticoid receptor,transporter,Humans,no,substrate,18445990,P08183,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,yes,agonist,14046902,P04150,drugbank
BE0000368,Prostaglandin E2 receptor EP2 subtype,enzyme,Humans,unknown,inducer,12167569,P08684,drugbank
BE0000064,Prostaglandin E2 receptor EP1 subtype,target,Humans,yes,agonist,10509658,P43116,drugbank
BE0003561,Prostaglandin D2 receptor 2,target,Humans,yes,agonist,15560119,P34995,drugbank
BE0003639,Multidrug resistance-associated protein 5,target,Humans,unknown,agonist,9579725,Q9Y5Y4,drugbank
BE0001042,Solute carrier organic anion transporter family member 2B1,transporter,Humans,unknown,inhibitor,12835412,O15440,drugbank
BE0003661,Solute carrier organic anion transporter family member 3A1,transporter,Humans,unknown,inhibitor,10973807,O94956,drugbank
BE0001188,Multidrug resistance-associated protein 4,transporter,Humans,unknown,inhibitor,14631946,Q9UIG8,drugbank
BE0003655,Solute carrier organic anion transporter family member 2A1,transporter,Humans,unknown,substrate,12835412,O15439,drugbank
BE0001066,Solute carrier family 22 member 6,transporter,Humans,unknown,substrate,8787677,Q92959,drugbank
BE0000092,Muscarinic acetylcholine receptor M1,transporter,Humans,unknown,substrate|inhibitor,19953504,Q4U2R8,drugbank
BE0002180,Cholinesterase,target,Humans,yes,antagonist,17139284,P11229,drugbank
BE0002433,Cytochrome P450 1A2,target,Humans,yes,inhibitor,17139284,P06276,drugbank
BE0003549,Cytochrome P450 2B6,enzyme,Humans,unknown,substrate,15557345,P05177,drugbank
BE0000742,DNA topoisomerase 2-alpha,enzyme,Humans,unknown,substrate,15557345,P20813,drugbank
BE0002425,DNA topoisomerase 2-beta,target,Humans,yes,inhibitor,16271071,P11388,drugbank
BE0002433,Cytochrome P450 1A2,target,Humans,no,inhibitor,17578914,Q02880,drugbank
BE0003533,Cytochrome P450 2E1,enzyme,Humans,unknown,substrate,9732391,P05177,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,substrate,9732391,P05181,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,enzyme,Humans,unknown,substrate,15319341,P20815,drugbank
BE0000818,Glutathione S-transferase theta-1,enzyme,Humans,unknown,substrate,17151191,P22309,drugbank
BE0000814,Glutathione S-transferase P,enzyme,Humans,unknown,substrate,1315544,P30711,drugbank
BE0000262,Prostaglandin G/H synthase 2,enzyme,Humans,unknown,substrate,1315544,P09211,drugbank
BE0000017,Prostaglandin G/H synthase 1,enzyme,Humans,unknown,substrate,3006680,P35354,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,substrate,3006680,P23219,drugbank
BE0001061,Canalicular multispecific organic anion transporter 2,enzyme,Humans,unknown,substrate|inhibitor|inducer,9732391,P08684,drugbank
BE0003640,Multidrug resistance-associated protein 6,transporter,Humans,unknown,substrate|inhibitor,11585759,O15438,drugbank
BE0001032,P-glycoprotein 1,transporter,Humans,unknown,substrate|inhibitor,12069597,O95255,drugbank
BE0000785,Multidrug resistance-associated protein 1,transporter,Humans,unknown,substrate|inhibitor,11405287,P08183,drugbank
BE0003651,Multidrug resistance-associated protein 7,transporter,Humans,unknown,substrate|inhibitor,9188796,P33527,drugbank
BE0001069,Canalicular multispecific organic anion transporter 1,transporter,Humans,unknown,substrate|inhibitor,12527806,Q5T3U5,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,unknown,substrate|inhibitor,12134946,Q92887,drugbank
BE0000502,Solute carrier family 12 member 1,transporter,Humans,unknown,substrate,12488537,Q9UNQ0,drugbank
BE0003629,Carbonic anhydrase 7,target,Humans,yes,inhibitor,11752352,Q13621,drugbank
BE0002437,Carbonic anhydrase 9,target,Humans,unknown,inhibitor,19119014,P43166,drugbank
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,target,Humans,unknown,inhibitor,19119014,Q16790,drugbank
BE0000553,Calcium-activated potassium channel subunit alpha-1,target,Humans,unknown,inducer,2832105,P05023,drugbank
BE0000267,Carbonic anhydrase 1,target,Humans,unknown,inducer,29188803,Q12791,drugbank
BE0000322,Carbonic anhydrase 2,target,Humans,unknown,inhibitor,19119014,P00915,drugbank
BE0000535,Carbonic anhydrase 4,target,Humans,unknown,inhibitor,2226620,P00918,drugbank
BE0001653,Carbonic anhydrase 12,target,Humans,unknown,inhibitor,19119014,P22748,drugbank
BE0000530,Serum albumin,target,Humans,unknown,inhibitor,19119014,O43570,drugbank
BE0001066,Solute carrier family 22 member 6,carrier,Humans,unknown,binder,4729699,P02768,drugbank
BE0003645,Solute carrier family 22 member 8,transporter,Humans,unknown,substrate|inhibitor,18216144,Q4U2R8,drugbank
BE0000439,Integrin alpha-IIb,transporter,Humans,unknown,substrate|inhibitor,18216144,Q8TCC7,drugbank
BE0001155,Integrin beta-3,target,Humans,yes,antagonist,11076818,P08514,drugbank
BE0004901,Sodium channel protein,target,Humans,yes,antagonist,11752352,P05106,drugbank
BE0000622,Aldo-keto reductase family 1 member C2,enzyme,Humans,unknown,substrate,25063510,Q04828,drugbank
BE0000592,Aldo-keto reductase family 1 member C3,enzyme,Humans,unknown,substrate,25063510,P52895,drugbank
BE0000438,Aldo-keto reductase family 1 member C4,enzyme,Humans,unknown,substrate,25063510,P42330,drugbank
BE0003074,Carbonyl reductase [NADPH] 1,enzyme,Humans,unknown,substrate,25063510,P17516,drugbank
BE0004771,Carbonyl reductase [NADPH] 3,enzyme,Humans,unknown,substrate,25063510,P16152,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,unknown,substrate,25063510,O75828,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,inhibitor,,P33261,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,inhibitor|inducer,,P08684,drugbank
BE0000530,Serum albumin,enzyme,Humans,no,inhibitor|inducer,,P20815,drugbank
BE0001032,P-glycoprotein 1,carrier,Humans,unknown,substrate,,P02768,drugbank
BE0000442,Histamine H1 receptor,transporter,Humans,unknown,substrate,28528287,P08183,drugbank
BE0004890,Muscarinic acetylcholine receptor,target,Humans,yes,antagonist,14035428,P35367,drugbank
BE0000756,Dopamine D2 receptor,target,Humans,unknown,antagonist,19110200,P35348,drugbank
BE0000451,5-hydroxytryptamine receptor 2A,target,Humans,unknown,antagonist,18471899,P14416,drugbank
BE0000533,5-hydroxytryptamine receptor 2C,target,Humans,unknown,antagonist,19110200,P28223,drugbank
BE0000743,50S ribosomal protein L10,target,Humans,unknown,antagonist,19110200,P28335,drugbank
BE0001032,P-glycoprotein 1,target,Shigella flexneri,yes,inhibitor,9547944,P0A7J6,drugbank
BE0003549,Cytochrome P450 2B6,target,Humans,unknown,,16595573,P08183,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,no,inhibitor,17164692,P20813,drugbank
BE0004796,DNA,enzyme,Humans,no,substrate|inhibitor,9806945,P08684,drugbank
BE0002433,Cytochrome P450 1A2,enzyme,Humans,unknown,inhibitor,108253,P48775,drugbank
BE0001066,Solute carrier family 22 member 6,enzyme,Humans,unknown,inhibitor,1510417,P05177,drugbank
BE0002198,Amine oxidase [flavin-containing] A,transporter,Humans,unknown,inhibitor,9228014,Q4U2R8,drugbank
BE0002196,Amine oxidase [flavin-containing] B,target,Humans,yes,antagonist,11752352,P21397,drugbank
BE0001002,Membrane primary amine oxidase,target,Humans,yes,antagonist,11752352,P27338,drugbank
BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",target,Humans,unknown,inhibitor,1483111,Q16853,drugbank
BE0000667,Alanine aminotransferase 1,target,Humans,unknown,inhibitor,17768678,P80404,drugbank
BE0002166,Alanine aminotransferase 2,target,Humans,unknown,inhibitor,19203467,P24298,drugbank
BE0002173,Glutamic acid decarboxylase,target,Humans,unknown,inhibitor,19203467,Q8TD30,drugbank
BE0003536,Cytochrome P450 2C19,target,Humans,unknown,inhibitor,7931216,Q9UGI5,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,unknown,inhibitor,16669850,P33261,drugbank
BE0002638,Cytochrome P450 3A4,enzyme,Humans,unknown,inhibitor,15304522,P10632,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,inhibitor,21192146,P08684,drugbank
BE0003612,Cytochrome P450 3A7,enzyme,Humans,unknown,inhibitor,16669850,P20815,drugbank
BE0002363,Cytochrome P450 2D6,enzyme,Humans,unknown,inhibitor,16669850,P24462,drugbank
BE0004866,Cytochrome P450 3A Subfamily,enzyme,Humans,unknown,inhibitor,16669850,P10635,drugbank
BE0002196,Amine oxidase [flavin-containing] B,enzyme,Humans,unknown,substrate,17768678,P21397,drugbank
BE0003533,Cytochrome P450 2E1,enzyme,Humans,unknown,substrate,17768678,P27338,drugbank
BE0000092,Muscarinic acetylcholine receptor M1,enzyme,Humans,unknown,inducer,8818569,P05181,drugbank
BE0000123,Estrogen receptor alpha,target,Humans,yes,antagonist,17016423,P11229,drugbank
BE0000792,Estrogen receptor beta,target,Humans,yes,agonist,17125913,P03372,drugbank
BE0000956,Nuclear receptor subfamily 1 group I member 2,target,Humans,yes,agonist,17464340,Q92731,drugbank
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,target,Humans,unknown,binder,17327420,O75469,drugbank
BE0003446,G-protein coupled estrogen receptor 1,target,Humans,unknown,binder,11517245,P43681,drugbank
BE0009014,ATP synthase subunit a,target,Humans,unknown,binder,17088055,Q99527,drugbank
BE0009015,Beclin-1,target,Humans,unknown,inhibitor,21034808,P00846,drugbank
BE0002638,Cytochrome P450 3A4,target,Humans,unknown,binder,21034808,Q14457,drugbank
BE0002433,Cytochrome P450 1A2,enzyme,Humans,unknown,substrate,12865317,P08684,drugbank
BE0002362,Cytochrome P450 3A5,enzyme,Humans,unknown,substrate|inhibitor,12865317,P05177,drugbank
BE0003612,Cytochrome P450 3A7,enzyme,Humans,unknown,substrate,,P20815,drugbank
BE0003541,UDP-glucuronosyltransferase 1-1,enzyme,Humans,unknown,substrate,,P24462,drugbank
BE0003543,Cytochrome P450 1A1,enzyme,Humans,unknown,substrate,20620155,P22309,drugbank
BE0001111,Cytochrome P450 1B1,enzyme,Humans,unknown,substrate,15507517,P04798,drugbank
BE0003536,Cytochrome P450 2C19,enzyme,Humans,unknown,substrate,15507517,Q16678,drugbank
BE0002887,Cytochrome P450 2C8,enzyme,Humans,unknown,substrate,20675569,P33261,drugbank
BE0002793,Cytochrome P450 2C9,enzyme,Humans,unknown,substrate,11741520,P10632,drugbank
BE0004696,UDP-glucuronosyltransferase 2B15,enzyme,Humans,unknown,substrate,9625734,P11712,drugbank
BE0002089,Catechol O-methyltransferase,enzyme,Humans,unknown,inducer,16690804,P54855,drugbank
BE0009758,UDP-glucuronosyltransferases (UGTs),enzyme,Humans,unknown,substrate,15507517,P21964,drugbank
BE0000685,Sex hormone-binding globulin,enzyme,Humans,unknown,product of,17118343,P11511,drugbank
BE0000530,Serum albumin,carrier,Humans,unknown,binder,17171213,P04278,drugbank
BE0003591,"Fatty acid-binding protein, intestinal",carrier,Humans,no,,8530713,P02768,drugbank
BE0003647,Solute carrier family 22 member 2,carrier,Humans,no,binder,19398502,P12104,drugbank
BE0003650,Solute carrier family 22 member 3,transporter,Humans,unknown,inhibitor|downregulator,12110607,O15244,drugbank
BE0003651,Multidrug resistance-associated protein 7,transporter,Humans,unknown,inhibitor,9830022,O75751,drugbank
BE0000879,Solute carrier family 22 member 11,transporter,Humans,unknown,inhibitor,12527806,Q5T3U5,drugbank
BE0001067,ATP-binding cassette sub-family G member 2,transporter,Humans,unknown,inhibitor,10660625,Q9NSA0,drugbank
BE0001004,Solute carrier organic anion transporter family member 1B1,transporter,Humans,unknown,inhibitor,12920197,Q9UNQ0,drugbank
BE0001032,P-glycoprotein 1,transporter,Humans,unknown,inhibitor,11683238,Q9Y6L6,drugbank
