id,pathway_name,pathway_category,datasource
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000207,Prolidase Deficiency (PD),disease,drugbank
SMP0000208,Prolinemia Type II,disease,drugbank
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,drugbank
SMP0000489,Hyperphenylalaninemia Due to DHPR-Deficiency,disease,drugbank
SMP0000490,Segawa Syndrome,disease,drugbank
SMP0000491,Sepiapterin Reductase Deficiency,disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0063777,Nitric Oxide Signaling Pathway,signaling,drugbank
SMP0000439,Vinorelbine Action Pathway,drug_action,drugbank
SMP0058803,Doxylamine H1-Antihistamine Action,drug_action,drugbank
SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,drugbank
SMP0000392,Benzocaine Action Pathway,drug_action,drugbank
SMP0000393,Bupivacaine Action Pathway,drug_action,drugbank
SMP0000398,Lidocaine (Local Anaesthetic) Action Pathway,drug_action,drugbank
SMP0000403,Proparacaine Action Pathway,drug_action,drugbank
SMP0000405,Codeine Action Pathway,drug_action,drugbank
SMP0000410,Hydromorphone Action Pathway,drug_action,drugbank
SMP0000415,Fentanyl Action Pathway,drug_action,drugbank
SMP0000417,Sufentanil Action Pathway,drug_action,drugbank
SMP0000678,Methadyl Acetate Action Pathway,drug_action,drugbank
SMP0000680,Dimethylthiambutene Action Pathway,drug_action,drugbank
SMP0000689,Dihydromorphine Action Pathway,drug_action,drugbank
SMP0000690,Ketobemidone  Action Pathway,drug_action,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000400,Oxybuprocaine Action Pathway,drug_action,drugbank
SMP0000406,Morphine Action Pathway,drug_action,drugbank
SMP0000411,Hydrocodone Action Pathway,drug_action,drugbank
SMP0000412,Oxymorphone Action Pathway,drug_action,drugbank
SMP0000416,Remifentanil Action Pathway,drug_action,drugbank
SMP0000426,Fluoxetine Action Pathway,drug_action,drugbank
SMP0000431,Nicotine Action Pathway,drug_action,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000497,Tyrosine Hydroxylase Deficiency,disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000672,Propoxyphene Action Pathway,drug_action,drugbank
SMP0000674,Anileridine Action Pathway,drug_action,drugbank
SMP0000679,3-Methylthiofentanyl Action Pathway,drug_action,drugbank
SMP0000683,Levallorphan Action Pathway,drug_action,drugbank
SMP0062885,Mirtazapine H1-Antihistamine Action,drug_action,drugbank
SMP0000469,Capecitabine Action Pathway,drug_action,drugbank
SMP0000607,Capecitabine Metabolism Pathway,drug_metabolism,drugbank
SMP0000659,Timolol Action Pathway,drug_action,drugbank
SMP0000329,Mexiletine Action Pathway,drug_action,drugbank
SMP0000376,Amlodipine Action Pathway,drug_action,drugbank
SMP0000132,Triamterene Action Pathway,drug_action,drugbank
SMP0000380,Nimodipine Action Pathway,drug_action,drugbank
SMP0000371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,drugbank
SMP0000575,11-beta-Hydroxylase Deficiency (CYP11B1),disease,drugbank
SMP0000717,Apparent Mineralocorticoid Excess Syndrome,disease,drugbank
SMP0000372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,disease,drugbank
SMP0000577,Corticosterone Methyl Oxidase I Deficiency (CMO I),disease,drugbank
SMP0000718,3-beta-Hydroxysteroid Dehydrogenase Deficiency,disease,drugbank
SMP0000130,Steroidogenesis,metabolic,drugbank
SMP0000373,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,disease,drugbank
SMP0000566,17-alpha-Hydroxylase Deficiency (CYP17),disease,drugbank
SMP0000576,21-Hydroxylase Deficiency (CYP21),disease,drugbank
SMP0000578,Corticosterone Methyl Oxidase II Deficiency (CMO II),disease,drugbank
SMP0000648,Sorafenib Metabolism Pathway,drug_metabolism,drugbank
SMP0000107,Zoledronate Action Pathway,drug_action,drugbank
SMP0000381,Nisoldipine Action Pathway,drug_action,drugbank
SMP0057580,Dexbrompheniramine H1-Antihistamine Action,drug_action,drugbank
SMP0000272,Enoxaparin Action Pathway,drug_action,drugbank
SMP0000275,Ardeparin Action Pathway,drug_action,drugbank
SMP0000653,Rosiglitazone Metabolism Pathway,drug_metabolism,drugbank
SMP0000134,Spironolactone Action Pathway,drug_action,drugbank
SMP0057581,Triprolidine H1-Antihistamine Action,drug_action,drugbank
SMP0059694,Cyproheptadine H1-Antihistamine Action,drug_action,drugbank
SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,drugbank
SMP0000504,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",disease,drugbank
SMP0000505,Hyperornithinemia with Gyrate Atrophy (HOGA),disease,drugbank
SMP0000020,Arginine and Proline Metabolism,metabolic,drugbank
SMP0000188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,drugbank
SMP0000360,Hyperprolinemia Type II,disease,drugbank
SMP0000361,Hyperprolinemia Type I,disease,drugbank
SMP0000507,L-Arginine:Glycine Amidinotransferase Deficiency,disease,drugbank
SMP0000207,Prolidase Deficiency (PD),disease,drugbank
SMP0000208,Prolinemia Type II,disease,drugbank
SMP0000363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,drugbank
SMP0000506,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],disease,drugbank
SMP0063777,Nitric Oxide Signaling Pathway,signaling,drugbank
SMP0000090,Bendroflumethiazide Action Pathway,drug_action,drugbank
SMP0000111,Cerivastatin Action Pathway,drug_action,drugbank
SMP0000603,Gemcitabine Metabolism Pathway,drug_metabolism,drugbank
SMP0000446,Gemcitabine Action Pathway,drug_action,drugbank
SMP0000443,Teniposide Action Pathway,drug_action,drugbank
SMP0000602,Teniposide Metabolism Pathway,drug_metabolism,drugbank
SMP0000729,Chloramphenicol Action Pathway,drug_action,drugbank
SMP0000614,Lansoprazole Metabolism Pathway,drug_metabolism,drugbank
SMP0000227,Lansoprazole Action Pathway,drug_action,drugbank
SMP0000716,Thyroid Hormone Synthesis,metabolic,drugbank
SMP0000256,Neomycin Action Pathway,drug_action,drugbank
SMP0000262,Clomocycline Action Pathway,drug_action,drugbank
SMP0060195,Loratadine H1-Antihistamine Action,drug_action,drugbank
SMP0000422,Imipramine Action Pathway,drug_action,drugbank
SMP0000625,Imipramine Metabolism Pathway,drug_metabolism,drugbank
SMP0000114,Nabumetone Action Pathway,drug_action,drugbank
SMP0000098,Ketorolac Action Pathway,drug_action,drugbank
SMP0000706,Tenoxicam Action Pathway,drug_action,drugbank
SMP0000646,Fluoxetine Metabolism Pathway,drug_metabolism,drugbank
SMP0000426,Fluoxetine Action Pathway,drug_action,drugbank
SMP0000253,Amikacin Action Pathway,drug_action,drugbank
SMP0000096,Celecoxib Action Pathway,drug_action,drugbank
SMP0000644,Celecoxib Metabolism Pathway,drug_metabolism,drugbank
SMP0000660,Sotalol Action Pathway,drug_action,drugbank
SMP0000149,Fosinopril Action Pathway,drug_action,drugbank
SMP0000594,Fosinopril Metabolism Pathway,drug_metabolism,drugbank
SMP0000747,Zidovudine Action Pathway,drug_action,drugbank
SMP0000409,Oxycodone Action Pathway,drug_action,drugbank
SMP0000655,Phenindione Action Pathway,drug_action,drugbank
SMP0000704,Tolmetin Action Pathway,drug_action,drugbank
SMP0000232,Cimetidine Action Pathway,drug_action,drugbank
SMP0000617,Cimetidine Metabolism Pathway,drug_metabolism,drugbank
SMP0000683,Levallorphan Action Pathway,drug_action,drugbank
SMP0000286,Aminocaproic Acid Action Pathway,drug_action,drugbank
SMP0000157,Trandolapril Action Pathway,drug_action,drugbank
SMP0000599,Trandolapril Metabolism Pathway,drug_metabolism,drugbank
SMP0000658,Carteolol Action Pathway,drug_action,drugbank
SMP0000074,Retinol Metabolism,metabolic,drugbank
SMP0000336,Vitamin A Deficiency,disease,drugbank
SMP0000105,Metolazone Action Pathway,drug_action,drugbank
SMP0000396,Dibucaine Action Pathway,drug_action,drugbank
SMP0000472,Erlotinib Action Pathway,drug_action,drugbank
SMP0000447,Cyclophosphamide Action Pathway,drug_action,drugbank
SMP0000604,Cyclophosphamide Metabolism Pathway,drug_metabolism,drugbank
SMP0000087,Rofecoxib Action Pathway,drug_action,drugbank
SMP0000437,Vincristine Action Pathway,drug_action,drugbank
SMP0000145,Benazepril Action Pathway,drug_action,drugbank
SMP0000591,Benazepril Metabolism Pathway,drug_metabolism,drugbank
SMP0000469,Capecitabine Action Pathway,drug_action,drugbank
SMP0000470,Fluorouracil Action Pathway,drug_action,drugbank
SMP0000607,Capecitabine Metabolism Pathway,drug_metabolism,drugbank
SMP0000608,Fluorouracil Metabolism Pathway,drug_metabolism,drugbank
SMP0000077,Piroxicam Action Pathway,drug_action,drugbank
SMP0058936,Hydroxyzine H1-Antihistamine Action,drug_action,drugbank
SMP0000712,Tigecycline Action Pathway,drug_action,drugbank
SMP0000432,Methotrexate Action Pathway,drug_action,drugbank
SMP0000634,Carbamazepine Metabolism Pathway,drug_metabolism,drugbank
SMP0059110,Cinnarizine H1-Antihistamine Action,drug_action,drugbank
SMP0000273,Fondaparinux Action Pathway,drug_action,drugbank
SMP0000436,Vinblastine Action Pathway,drug_action,drugbank
SMP0000307,Propranolol Action Pathway,drug_action,drugbank
SMP0000696,Fenoprofen Action Pathway,drug_action,drugbank
SMP0000116,Valdecoxib Action Pathway,drug_action,drugbank
SMP0000052,Beta Oxidation of Very Long Chain Fatty Acids,metabolic,drugbank
SMP0000539,Long Chain Acyl-CoA Dehydrogenase Deficiency (LCAD),disease,drugbank
SMP0000541,Carnitine Palmitoyl Transferase Deficiency II,disease,drugbank
SMP0000051,Fatty Acid Metabolism,metabolic,drugbank
SMP0000465,Carnitine Synthesis,metabolic,drugbank
SMP0000482,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,drugbank
SMP0000538,Carnitine Palmitoyl Transferase Deficiency I,disease,drugbank
SMP0000540,Very-Long-Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD),disease,drugbank
SMP0000545,Trifunctional Protein Deficiency,disease,drugbank
SMP0000030,Oxidation of Branched-Chain Fatty Acids,metabolic,drugbank
SMP0000181,Ethylmalonic Encephalopathy,disease,drugbank
SMP0000185,Glutaric Aciduria Type I,disease,drugbank
SMP0000235,Short-Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency),disease,drugbank
SMP0000516,"Adrenoleukodystrophy, X-Linked",disease,drugbank
SMP0000517,Carnitine-Acylcarnitine Translocase Deficiency,disease,drugbank
SMP0000542,Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD),disease,drugbank
SMP0000593,Enalapril Metabolism Pathway,drug_metabolism,drugbank
SMP0000148,Enalapril Action Pathway,drug_action,drugbank
SMP0000233,Nizatidine Action Pathway,drug_action,drugbank
SMP0000093,Diclofenac Action Pathway,drug_action,drugbank
SMP0000133,Amiloride Action Pathway,drug_action,drugbank
SMP0000293,Oxytetracycline Action Pathway,drug_action,drugbank
SMP0000368,Labetalol Action Pathway,drug_action,drugbank
SMP0000094,Sulindac Action Pathway,drug_action,drugbank
SMP0000103,Cyclothiazide Action Pathway,drug_action,drugbank
SMP0000300,Bisoprolol Action Pathway,drug_action,drugbank
SMP0000290,Demeclocycline Action Pathway,drug_action,drugbank
SMP0031694,Imatinib Inhibition of BCR-ABL,drug_action,drugbank
SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,drugbank
SMP0030406,Androstenedione Metabolism,metabolic,drugbank
SMP0000068,Androgen and Estrogen Metabolism,metabolic,drugbank
SMP0000565,Aromatase Deficiency,disease,drugbank
SMP0000740,Efavirenz Action Pathway,drug_action,drugbank
SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,drugbank
SMP0000095,Alendronate Action Pathway,drug_action,drugbank
SMP0000440,Prednisone Action Pathway,drug_action,drugbank
SMP0000631,Prednisone Metabolism Pathway,drug_metabolism,drugbank
SMP0059897,Astemizole H1-Antihistamine Action,drug_action,drugbank
SMP0000033,Methionine Metabolism,metabolic,drugbank
SMP0000144,Adenosine Deaminase Deficiency,disease,drugbank
SMP0000168,AICA-Ribosiduria,disease,drugbank
SMP0000203,Molybdenum Cofactor Deficiency,disease,drugbank
SMP0000221,Methionine Adenosyltransferase Deficiency,disease,drugbank
SMP0000427,Azathioprine Action Pathway,drug_action,drugbank
SMP0000430,Thioguanine Action Pathway,drug_action,drugbank
SMP0000513,Xanthinuria Type II,disease,drugbank
SMP0000167,Adenylosuccinate Lyase Deficiency,disease,drugbank
SMP0000214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,drugbank
SMP0000220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,drugbank
SMP0000222,Glycine N-Methyltransferase Deficiency,disease,drugbank
SMP0000340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000341,Hypermethioninemia,disease,drugbank
SMP0000512,Xanthinuria Type I,disease,drugbank
SMP0000536,Mitochondrial DNA Depletion Syndrome,disease,drugbank
SMP0000537,Myoadenylate Deaminase Deficiency,disease,drugbank
SMP0000570,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type",disease,drugbank
SMP0000029,Selenoamino Acid Metabolism,metabolic,drugbank
SMP0000050,Purine Metabolism,metabolic,drugbank
SMP0000123,Betaine Metabolism,metabolic,drugbank
SMP0000177,Cystathionine beta-Synthase Deficiency,disease,drugbank
SMP0000210,Purine Nucleoside Phosphorylase Deficiency,disease,drugbank
SMP0000320,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,signaling,drugbank
SMP0000321,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,signaling,drugbank
SMP0000364,Lesch-Nyhan Syndrome (LNS),disease,drugbank
SMP0000365,Gout or Kelley-Seegmiller Syndrome,disease,drugbank
SMP0000428,Mercaptopurine Action Pathway,drug_action,drugbank
SMP0000535,Adenine Phosphoribosyltransferase Deficiency (APRT),disease,drugbank
SMP0000082,Simvastatin Action Pathway,drug_action,drugbank
SMP0000672,Propoxyphene Action Pathway,drug_action,drugbank
SMP0000745,Stavudine Action Pathway,drug_action,drugbank
SMP0000543,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,drugbank
SMP0000053,Folate Metabolism,metabolic,drugbank
SMP0000432,Methotrexate Action Pathway,drug_action,drugbank
SMP0000724,"Folate Malabsorption, Hereditary",disease,drugbank
SMP0000686,Pentazocine Action Pathway,drug_action,drugbank
SMP0000532,Sulfite Oxidase Deficiency,disease,drugbank
SMP0030880,Estrone Metabolism,metabolic,drugbank
SMP0000068,Androgen and Estrogen Metabolism,metabolic,drugbank
SMP0000565,Aromatase Deficiency,disease,drugbank
SMP0000041,Sulfate/Sulfite Metabolism,metabolic,drugbank
SMP0000356,17-beta Hydroxysteroid Dehydrogenase III Deficiency,disease,drugbank
SMP0030406,Androstenedione Metabolism,metabolic,drugbank
SMP0000375,Verapamil Action Pathway,drug_action,drugbank
SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,drugbank
SMP0000006,Tyrosine Metabolism,metabolic,drugbank
SMP0000012,Catecholamine Biosynthesis,metabolic,drugbank
SMP0000218,Tyrosinemia Type I,disease,drugbank
SMP0000429,Disulfiram Action Pathway,drug_action,drugbank
SMP0000169,Alkaptonuria,disease,drugbank
SMP0000190,Hawkinsinuria,disease,drugbank
SMP0000494,"Tyrosinemia, Transient, of the Newborn",disease,drugbank
SMP0000497,Tyrosine Hydroxylase Deficiency,disease,drugbank
SMP0000498,Dopamine beta-Hydroxylase Deficiency,disease,drugbank
SMP0000533,Monoamine Oxidase-A Deficiency (MAO-A),disease,drugbank
SMP0000661,Epinephrine Action Pathway,drug_action,drugbank
SMP0000246,Pirenzepine Action Pathway,drug_action,drugbank
SMP0000606,Tamoxifen Metabolism Pathway,drug_metabolism,drugbank
SMP0000471,Tamoxifen Action Pathway,drug_action,drugbank
SMP0000162,Losartan Action Pathway,drug_action,drugbank
SMP0000268,Warfarin Action Pathway,drug_action,drugbank
SMP0000711,Tobramycin Action Pathway,drug_action,drugbank
SMP0000652,Mycophenolic Acid Metabolism Pathway,drug_metabolism,drugbank
SMP0000151,Moexipril Action Pathway,drug_action,drugbank
SMP0000595,Moexipril Metabolism Pathway,drug_metabolism,drugbank
SMP0000115,Furosemide Action Pathway,drug_action,drugbank
SMP0000135,Eplerenone Action Pathway,drug_action,drugbank
SMP0000687,Naltrexone Action Pathway,drug_action,drugbank
SMP0000738,Delavirdine Action Pathway,drug_action,drugbank
SMP0000417,Sufentanil Action Pathway,drug_action,drugbank
SMP0000649,Lamivudine Metabolism Pathway,drug_metabolism,drugbank
SMP0000742,Lamivudine  Action Pathway,drug_action,drugbank
SMP0000079,Ibandronate Action Pathway,drug_action,drugbank
SMP0000697,Flurbiprofen Action Pathway,drug_action,drugbank
SMP0000629,Adefovir Dipivoxil Metabolism Pathway,drug_metabolism,drugbank
SMP0059865,Azatadine H1-Antihistamine Action,drug_action,drugbank
SMP0000402,Procaine Action Pathway,drug_action,drugbank
SMP0000150,Lisinopril Action Pathway,drug_action,drugbank
SMP0000453,Nateglinide Action Pathway,drug_action,drugbank
SMP0000612,Esomeprazole Metabolism Pathway,drug_metabolism,drugbank
SMP0000225,Esomeprazole Action Pathway,drug_action,drugbank
SMP0058956,Meclizine H1-Antihistamine Action,drug_action,drugbank
SMP0000372,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,disease,drugbank
SMP0000577,Corticosterone Methyl Oxidase I Deficiency (CMO I),disease,drugbank
SMP0000718,3-beta-Hydroxysteroid Dehydrogenase Deficiency,disease,drugbank
SMP0000310,Corticotropin Activation of Cortisol Production,signaling,drugbank
SMP0000371,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,disease,drugbank
SMP0000575,11-beta-Hydroxylase Deficiency (CYP11B1),disease,drugbank
SMP0000717,Apparent Mineralocorticoid Excess Syndrome,disease,drugbank
SMP0000130,Steroidogenesis,metabolic,drugbank
SMP0000373,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,disease,drugbank
SMP0000566,17-alpha-Hydroxylase Deficiency (CYP17),disease,drugbank
SMP0000576,21-Hydroxylase Deficiency (CYP21),disease,drugbank
SMP0000578,Corticosterone Methyl Oxidase II Deficiency (CMO II),disease,drugbank
SMP0058797,Carbinoxamine H1-Antihistamine Action,drug_action,drugbank
SMP0000084,Etodolac Action Pathway,drug_action,drugbank
SMP0000401,Prilocaine Action Pathway,drug_action,drugbank
SMP0061191,Epinastine H1-Antihistamine Action,drug_action,drugbank
SMP0000074,Retinol Metabolism,metabolic,drugbank
SMP0000336,Vitamin A Deficiency,disease,drugbank
SMP0000260,Clopidogrel Action Pathway,drug_action,drugbank
SMP0000610,Clopidogrel Metabolism Pathway,drug_metabolism,drugbank
